plant,date,work_center,,machine,order,grade,emp,shift,qty,scrap,setup_plan,machine_plan,machine_actual,labor_plan
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115529551,KCP25B,63877,3,570,11,0.50,1.16,0.13,0.13
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115529552,WM35CT,63877,3,290,154,0.50,0.89,2.32,2.32
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,8159,115529442,KC5010,20441,1,"1,127",15,0.50,4.45,1.64,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,32108,115529463,WM25CT,21161,1,793,6,0.50,1.60,3.05,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,32108,115533754,KCP10,21161,3,,,0.42,,,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,32108,115533754,KCP10,63858,3,,,0.42,,,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,43101,115529521,KCK20,21161,2,"2,264",20,0.50,5.25,4.12,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,43101,115529523,KCP25,63858,3,,,0.50,,,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,43101,115529524,KCK15,21161,3,165,5,0.50,0.39,0.71,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,43101,115529524,KCK15,63858,3,970,6,0.50,2.25,3.65,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,50591,115522249,WS10PT,64891,3,,,0.50,,,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,50591,115522251,WP15CT,21269,2,730,33,0.50,1.53,2.20,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,50591,115522251,WP15CT,64891,2,"1,150",2,0.50,2.30,1.12,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,50591,115529737,KCU25,21269,1,60,17,0.50,0.15,0.28,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115529488,KC725M,20648,1,,,0.50,,,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115529490,KCPK30,20648,1,604,52,0.50,1.84,1.98,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115529491,KC725M,20648,1,560,38,0.50,1.02,1.44,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115529492,KC725M,20648,2,560,38,0.50,1.02,1.71,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115533685,KCPK30,65083,3,,,0.50,,,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,50593,115529454,KC725M,21269,1,640,40,0.50,1.90,1.34,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,50593,115533060,K313,63508,3,,,0.50,,,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,50696,115445949,WP15CT,20648,1,,,X,,,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,50696,115445949,WP15CT,21269,1,,,X,,,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,50696,115533768,WP15CT,21269,2,,,X,,,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115529542,KCM35,20648,1,303,15,0.42,0.60,3.05,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115529543,KCM25,20648,1,285,15,0.42,0.57,1.45,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115529544,KCP30,20648,2,800,11,0.42,1.54,3.44,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115529545,KCP10,20648,2,,,0.42,,,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115529545,KCP10,65083,2,350,11,0.42,0.69,1.01,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115533066,KCU25,65083,1,,,0.42,,,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115533066,KCU25,65083,2,,,X,,,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115529550,KCK15B,20648,2,"1,140",500,0.50,3.28,4.86,
OR01,25.04.2016,PRS3R,3R PRESS OSTERWALDER,#,115529488,KC725M,#,1,640,17,0.50,1.84,5.20,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1275,115521727,CG6,21149,3,250,3,1.00,4.20,3.47,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115468439,KC725M,20478,1,86,2,0.75,1.76,4.25,1.30
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115468439,KC725M,21317,1,151,,0.75,3.02,7.67,7.33
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115472514,KCSM40,20478,1,46,,0.75,0.92,2.32,1.35
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115472514,KCSM40,20478,3,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115472514,KCSM40,21303,1,141,,0.75,2.82,8.10,7.77
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115472514,KCSM40,21303,3,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115472157,KT315,20478,1,178,48,1.00,6.01,6.95,2.60
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115472157,KT315,21317,1,130,,1.00,3.46,0.37,0.37
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115453505,KC422M,20478,1,113,,0.75,2.26,5.32,1.80
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115453505,KC422M,21317,1,148,,0.75,2.96,0.05,0.05
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115485547,KC730,21294,3,35,1,0.66,0.60,0.02,0.02
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115472515,KC725M,20677,1,87,3,1.00,1.84,4.80,2.23
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115472515,KC725M,21294,1,139,,1.00,2.84,4.72,4.72
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115505773,KC730,21276,3,11,1,1.00,0.24,2.20,2.20
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115513868,KC5010,21276,3,202,1,0.66,3.37,3.05,2.72
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115445979,KC410M,20677,1,120,,1.00,2.45,6.47,3.90
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115445979,KC410M,20677,2,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115445979,KC410M,20677,3,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115445979,KC410M,21191,1,164,,1.00,3.35,8.20,7.87
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115445979,KC410M,21191,2,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115445979,KC410M,21191,3,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115445979,KC410M,21276,1,102,1,1.00,2.10,2.78,2.78
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115445979,KC410M,21276,2,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115445979,KC410M,21276,3,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115497677,CG5,21250,1,150,,1.00,2.49,0.75,0.75
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115497677,CG5,21304,1,150,10,1.00,2.66,2.87,2.87
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115477036,KC410M,20925,3,316,2,1.66,5.28,7.04,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115477036,KC410M,21149,3,177,,1.66,2.94,6.96,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115477036,KC410M,63478,3,144,,1.66,2.39,6.86,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115485548,KC730,20813,1,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115485548,KC730,20813,2,114,1,0.66,1.91,1.48,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115485548,KC730,20813,3,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115485548,KC730,61913,1,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115485548,KC730,61913,2,,,0.66,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115485548,KC730,61913,3,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115485548,KC730,64786,1,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115485548,KC730,64786,2,300,,0.66,4.98,6.67,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115485548,KC730,64786,3,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115472514,KCSM40,21317,3,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115525914,CM1,20478,2,42,,1.00,0.70,1.32,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115525914,CM1,21303,2,206,1,1.00,3.44,6.52,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115480944,K313,21303,2,27,4,0.66,0.52,1.49,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115497800,CG6,21303,3,215,2,1.00,3.60,5.02,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115497800,CG6,21317,3,,,1.00,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115465222,KC410M,20478,1,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115465222,KC410M,20478,2,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115465222,KC410M,20478,3,37,,0.75,0.74,1.92,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115465222,KC410M,21299,1,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115465222,KC410M,21299,2,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115465222,KC410M,21299,3,150,1,0.75,3.02,6.69,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115465222,KC410M,21317,1,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115465222,KC410M,21317,2,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115465222,KC410M,21317,3,,,0.75,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115513885,KC5010,21250,3,355,,0.66,5.89,6.19,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115513885,KC5010,21294,3,293,,0.66,4.86,5.88,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115513885,KC5010,21299,3,354,,0.66,5.88,6.95,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115472516,KC725M,21294,1,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115472516,KC725M,21294,2,,,1.00,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115472516,KC725M,21299,1,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115472516,KC725M,21299,2,130,1,1.00,2.67,6.77,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50540,115529110,CG5,20925,2,168,5,1.00,2.87,6.49,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50540,115529110,CG5,21267,2,221,4,1.00,3.74,5.71,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50540,115529112,CG5,20527,3,171,2,1.00,2.87,5.26,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50540,115532994,CG5,21267,3,33,5,1.00,0.63,0.55,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50540,115532994,CG5,21322,3,,,1.00,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115505774,KC730,20677,3,325,,1.00,6.63,6.11,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115505774,KC730,21191,3,338,,1.00,6.90,6.84,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115505774,KC730,21276,3,278,,1.00,5.67,5.58,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115505575,K313,20677,1,270,11,0.66,4.67,6.08,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115505575,K313,20677,3,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115505575,K313,21191,1,278,,0.66,4.62,6.84,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115505575,K313,21191,3,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115505575,K313,21276,1,3,6,0.66,0.15,1.70,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115505575,K313,21276,3,,,X,,,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115481541,KC730,20677,2,100,,1.00,2.04,0.54,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115481541,KC730,21191,2,30,,1.00,0.61,0.27,
OR01,26.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115492990,KC730,21276,3,149,1,1.00,3.08,3.30,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115467745,KCU10,65083,3,"1,040",10,0.50,2.21,4.32,4.32
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,8137,115533632,KCM15B,20431,1,,,0.42,,,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,8137,115533632,KCM15B,20441,1,644,20,0.42,1.26,0.96,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,8137,115533633,KCP10B,20441,1,685,4,0.50,1.59,0.57,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,28045,115533623,KU30T,20986,2,300,14,0.50,0.53,2.03,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,28045,115538485,K25P,63858,3,,,0.50,,,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,32108,115533627,KCK20B,20986,2,564,17,0.50,1.16,4.21,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,32108,115533668,KCK20B,20986,1,300,14,0.50,0.63,1.98,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,32108,115533668,KCK20B,63858,1,,,0.50,,,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,32108,115533743,KCM25,20986,2,,,0.50,,,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,32108,115533743,KCM25,63858,2,283,,0.50,0.57,1.66,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,32108,115533744,KCU10,63858,3,,,0.50,,,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,32108,115533754,KCP10,63858,3,849,21,0.42,1.65,4.28,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,32108,115533755,KCK20,63858,3,680,22,0.42,1.33,2.78,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,43101,115528811,KCPK30,63858,3,30,23,0.50,0.12,0.61,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,43101,115529522,KCP30,20986,1,420,3,0.50,0.97,0.03,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,43101,115529522,KCP30,63858,1,330,19,0.50,0.80,1.29,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,43101,115529523,KCP25,63858,3,"1,132",44,0.50,2.71,3.53,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,43101,115529525,KCP10,20986,2,"1,132",15,0.50,2.64,6.29,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50591,115522249,WS10PT,64891,3,570,15,0.50,1.35,2.61,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50591,115522250,WP25CT,21361,1,300,41,0.50,0.68,0.24,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50591,115522250,WP25CT,64891,1,400,30,0.50,0.86,1.09,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50591,115532558,KC5010,64891,3,,,0.50,,,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50591,115533654,KC5010,21361,1,"1,150",27,0.50,3.53,3.59,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50591,115533655,KC5010,21361,2,870,23,0.50,2.68,3.54,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50591,115533655,KC5010,64891,2,280,4,0.50,0.85,3.43,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115533675,KC725M,65083,3,750,15,0.50,2.14,1.91,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115533676,KC725M,21242,1,450,3,0.50,1.27,0.17,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115533676,KC725M,65083,1,300,3,0.50,0.85,0.66,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115533678,KC725M,21242,1,640,20,0.50,1.85,1.74,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115533679,KC725M,21242,1,640,6,0.50,1.81,2.10,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115533680,KC725M,21242,2,640,8,0.50,1.81,2.03,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115533681,KC725M,21242,2,162,6,0.50,0.47,1.86,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115533681,KC725M,65083,2,478,4,0.50,1.35,1.14,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115533682,KC725M,65083,2,640,5,0.50,1.81,1.72,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115533683,KC725M,65083,3,,,0.50,,,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115533685,KCPK30,65083,3,640,14,0.50,1.83,1.54,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115533686,KCPK30,65083,3,640,5,0.50,1.81,1.74,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50593,115533060,K313,63508,3,221,13,0.50,0.47,1.27,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50593,115533070,KC5410,61301,2,15,12,0.50,0.06,0.28,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50593,115533638,KCU10,63508,3,580,15,0.50,1.37,1.95,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50593,115533639,KC5010,61301,1,628,6,0.50,1.46,1.33,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50593,115533639,KC5010,63508,1,450,4,0.50,1.04,1.22,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50593,115533642,KC5025,63508,2,320,14,0.50,0.77,1.73,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50593,115533763,WP35CT,63508,3,,,0.50,,,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50696,115533649,KCP25B,21361,1,320,6,0.50,0.75,2.18,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50696,115533649,KCP25B,64891,1,250,15,0.50,0.61,0.75,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50696,115533650,KCP25B,64891,3,570,17,0.50,1.35,2.94,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50696,115533749,WM15CT,21361,2,,,0.50,,,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50696,115533749,WM15CT,64891,2,300,14,0.50,0.72,0.98,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,50696,115533789,KCP10B,21361,2,"1,150",24,0.50,2.70,5.76,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115533066,KCU25,61301,1,170,16,0.42,0.35,0.65,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115533622,KCU10,61301,2,570,19,0.50,1.12,1.75,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115533736,KCP30B,63508,3,300,10,0.50,0.62,1.68,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115533737,KC730,61301,2,500,23,0.50,1.52,1.03,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115533738,KC730,61301,2,75,1,0.50,0.22,0.14,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115533738,KC730,63508,2,430,6,0.50,1.26,1.20,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115533783,KCU10,21242,1,460,16,0.50,1.00,1.84,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115533784,KC5010,21242,2,"1,120",45,0.50,2.45,3.80,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115533785,KC5010,65083,2,"1,120",10,0.50,2.37,3.50,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115533786,KC5010,65083,3,,,0.50,,,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115533787,K313,65083,3,430,5,0.50,0.91,1.23,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115533788,KC5010,21242,1,600,4,0.50,1.27,0.88,
OR01,26.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115533788,KC5010,65083,1,560,4,0.50,1.18,1.46,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1275,115532992,CG5,20485,3,203,2,1.00,3.40,6.00,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1275,115532992,CG5,21149,3,,,1.00,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1275,115532992,CG5,63478,3,244,,1.00,4.05,6.71,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1457,115525191,KC5010,21046,1,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1457,115525191,KC5010,21046,2,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1457,115525191,KC5010,21046,3,71,1,0.66,1.52,0.02,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1457,115525191,KC5010,21070,1,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1457,115525191,KC5010,21070,2,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1457,115525191,KC5010,21070,3,,,0.66,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115472514,KCSM40,20478,1,56,,0.75,1.12,3.27,2.93
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115472514,KCSM40,21317,1,143,,0.75,2.86,8.02,7.68
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115445979,KC410M,20677,1,99,5,1.00,2.12,3.80,3.47
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115445979,KC410M,21276,1,190,,1.00,3.88,8.02,7.68
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,24880,115513870,KC5010,21322,1,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,24880,115513870,KC5010,21322,2,,,0.66,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,24880,115513870,KC5010,21322,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115477036,KC410M,21149,3,88,3,1.66,1.51,3.59,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115493569,KC410M,20663,2,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115493569,KC410M,21149,2,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115493569,KC410M,63478,2,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115501882,KC725M,21149,1,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115501882,KC725M,21149,2,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115501882,KC725M,21149,3,,,1.00,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,29646,115513902,KC5010,20442,2,310,2,1.00,6.37,5.06,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,29646,115513902,KC5010,21277,2,230,,1.00,4.69,3.89,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,29646,115525502,KCU10,20970,3,,,1.00,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,29646,115525502,KCU10,21277,3,109,40,1.00,3.04,3.09,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115485548,KC730,20813,2,296,,0.66,4.91,6.69,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115485548,KC730,61913,2,570,,0.66,9.46,6.87,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115485548,KC730,64786,2,147,5,0.66,2.52,1.88,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115513884,KC5010,61913,1,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115513884,KC5010,61913,2,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115513884,KC5010,61913,3,,,0.66,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115513884,KC5010,64786,1,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115513884,KC5010,64786,2,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115513884,KC5010,64786,3,115,,0.66,1.91,3.59,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115472514,KCSM40,21317,1,143,,0.75,2.86,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115472517,KCSM40,20478,1,72,,0.75,1.44,3.39,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115472517,KCSM40,20478,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115472517,KCSM40,21303,1,145,,0.75,2.90,7.12,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115472517,KCSM40,21303,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115472517,KCSM40,21317,1,,,0.75,,,
