plant,date,work_center,,machine,order,grade,emp,shift,qty,scrap,setup_plan,machine_plan,machine_actual,labor_plan
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115533676,KC725M,21317,1,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115533676,KC725M,21317,3,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115565573,C25,21282,3,187,,1.00,3.10,2.79,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115565573,C25,21317,3,,,1.00,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115589212,KC5025,21282,1,,,1.00,,3.97,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115589212,KC5025,21282,3,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115589212,KC5025,21317,1,,,1.00,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115589212,KC5025,21317,3,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115533677,KCPM20,21282,1,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115533677,KCPM20,21282,3,,,0.75,,0.50,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115533677,KCPM20,21317,1,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115533677,KCPM20,21317,3,,,0.75,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538469,KC5010,21250,1,115,,1.00,2.83,0.01,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538471,K313,21250,1,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538471,K313,21250,2,190,,0.66,3.15,6.60,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538471,K313,21250,3,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538471,K313,21282,1,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538471,K313,21282,2,42,,0.66,0.70,1.22,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538471,K313,21282,3,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538471,K313,21294,1,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538471,K313,21294,2,,,0.66,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538471,K313,21294,3,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115553135,KC730,21250,3,400,,0.50,6.64,8.09,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115553135,KC730,21276,3,,,0.50,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115553135,KC730,21282,3,65,,0.50,1.08,1.23,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115500975,KC725M,21250,1,280,,0.66,5.54,0.01,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115524713,KC725M,21250,3,325,,0.66,6.44,8.03,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115524713,KC725M,21276,3,,,0.66,,0.67,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115513910,KCPM20,21276,2,,,0.75,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115513910,KCPM20,21276,3,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115549566,KCPK30,21304,1,,,1.00,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115549566,KCPK30,21304,3,,,X,,,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,8137,115585728,WS10PT,63710,3,,,0.50,,,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115529726,KC730,20986,2,378,41,0.50,1.17,5.61,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115544793,KC5010,20986,3,,,X,,,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115565007,KC5010,20986,1,148,6,0.50,0.43,3.36,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115565007,KC5010,63858,1,230,30,0.50,0.73,1.46,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115565008,KC5010,63858,3,378,61,0.50,1.23,2.10,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115565009,KC5010,63858,3,378,57,0.50,1.22,2.61,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115565010,KC5010,63858,3,378,61,0.50,1.23,0.01,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115565011,KC5010,63858,3,378,60,0.50,1.23,0.02,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115586130,KCU25,20986,3,,,0.42,,,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115586130,KCU25,63858,3,,,0.42,,,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115581745,KCM25,20986,2,"1,128",7,0.42,2.16,2.98,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115581746,KCM15B,20986,1,564,17,0.50,1.16,2.66,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115581760,KCM25,20986,3,794,11,0.50,1.61,16.27,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115581761,KCP05,63858,3,283,22,0.50,0.61,0.02,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115585662,KC5025,63858,3,810,25,0.42,2.76,3.34,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115585664,KT315,63858,3,,,0.50,,,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115585670,KCU10,63858,3,"1,132",23,0.50,2.31,3.48,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115585671,KCU10,20986,1,372,8,0.50,0.76,2.15,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115585671,KCU10,63858,1,755,6,0.50,1.52,2.68,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115580843,KD1410,20986,1,150,11,0.50,0.45,0.01,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115580843,KD1410,63858,1,441,7,0.50,1.25,1.31,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115581046,KC950,20986,3,,,X,,,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115581726,WP15CT,20986,1,436,7,0.50,1.02,3.59,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115581726,WP15CT,63858,1,130,17,0.50,0.34,0.87,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115581727,WP15CT,20986,2,565,11,0.50,1.33,5.34,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115581728,WM25CT,20986,2,416,11,0.50,0.98,1.87,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115581728,WM25CT,63858,2,150,2,0.50,0.35,1.16,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115581729,WM25CT,63858,3,,,0.50,,,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115581733,WM35CT,63858,3,283,12,0.50,0.71,0.88,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115585667,KC5010,64891,3,677,100,0.42,2.56,2.43,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115585669,KC5025,64891,3,336,28,0.42,1.20,0.01,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115588279,KC5010,61301,1,400,9,0.50,0.70,1.82,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115588279,KC5010,64891,1,,,0.50,,,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115589708,KC5010,61301,1,"1,176",25,0.50,2.40,3.02,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115589709,KC5010,61301,2,"1,176",12,0.50,2.38,2.73,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115589710,KC730,61301,2,700,6,0.50,2.05,1.80,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115589710,KC730,65083,2,110,2,0.50,0.33,0.40,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115589711,K313,65083,3,600,5,0.50,1.21,2.43,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115573181,KC725M,64891,3,720,20,0.50,2.07,7.73,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115589735,KCPM20,21361,1,140,8,0.50,0.41,3.18,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115589735,KCPM20,64891,1,500,6,0.50,1.42,2.12,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115589736,KCPK30,21361,1,640,22,0.50,1.85,3.20,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115589737,KCPK30,21361,2,640,50,0.50,1.93,3.15,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115589738,KCPK30,21361,2,480,10,0.50,1.37,1.78,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115589738,KCPK30,64891,2,160,2,0.50,0.45,0.48,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115589739,KC522M,64891,3,560,13,0.50,1.60,1.92,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115589740,KCPK30,64891,3,,,0.50,,,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115581047,KCM35,64863,3,360,15,0.50,0.79,1.59,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115585646,KC5010,21242,2,850,12,0.50,3.36,2.83,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115585646,KC5010,64863,2,280,6,0.50,1.12,0.24,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115585647,KC5010,64863,3,"1,130",15,0.50,4.47,3.68,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115589773,KC5010,64863,3,"1,140",13,0.50,4.73,7.23,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115589774,KC5010,64863,3,"1,140",11,0.50,4.72,0.01,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115589798,KCP10B,64863,3,"1,140",20,0.50,2.67,3.33,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115589799,KCP10B,21242,1,"1,140",67,0.50,2.78,3.90,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115585649,KCP25B,64863,3,"1,100",8,0.50,2.55,0.01,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115585650,KCM25,64863,3,"1,140",11,0.50,2.65,9.11,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115585677,KC850,61301,2,340,12,0.50,0.42,1.72,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115585678,KCP30,64863,3,300,6,0.50,0.58,0.33,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115585679,KCP25,64863,3,600,23,0.50,1.18,2.62,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115585681,K25M,61301,1,300,7,0.50,0.71,1.73,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115585684,KC850,61301,1,560,16,0.50,0.69,2.26,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115589776,KCU25,64863,3,,,0.50,,,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115589778,KC5010,64863,2,430,14,0.50,1.02,1.31,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115577760,WK20CT,64891,3,297,10,0.50,0.71,1.32,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115577761,K68,64891,3,,,0.50,,0.00,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115577762,KC725M,64891,3,475,14,0.50,1.37,6.15,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115581766,KC5025,21361,2,340,15,0.42,1.17,1.22,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115581766,KC5025,64891,2,,,0.42,,0.01,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115581838,KCP25,64891,3,,,0.50,,,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115589882,WK20CT,21361,2,"1,150",83,0.50,2.84,8.54,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115581759,K25P,65083,3,570,17,0.50,1.35,1.33,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115581763,KT315,21242,1,570,5,0.50,0.98,1.12,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115581763,KT315,65083,1,600,10,0.50,1.04,1.58,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115581819,KCU25,65083,3,810,15,0.50,1.65,7.32,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115589142,KCU10,21242,2,"1,160",16,0.50,2.35,4.37,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115589712,KC730,65083,3,,,0.50,,,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115589713,KCU25,65083,3,"1,140",20,0.50,2.32,0.61,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115556998,KC730,65083,3,"1,160",10,0.50,3.39,0.01,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115561558,KC5025,21242,2,"1,160",16,0.42,3.88,4.56,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115561559,KC5010,65083,3,"1,160",10,0.42,3.86,4.24,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115561840,KC5010,21242,1,510,2,0.42,1.69,0.01,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115561840,KC5010,65083,1,650,11,0.42,2.18,1.89,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115581832,KCM15,65083,2,300,5,0.42,0.58,0.91,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115581833,KCP10B,65083,2,300,5,0.50,0.61,0.87,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115581834,KCP25B,65083,3,570,13,0.50,1.17,1.71,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115581835,KCP25,65083,3,,,0.42,,,
OR01,15.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115581836,KCP10,21242,2,672,12,0.42,1.30,1.86,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,1275,115557159,KC5010,21149,1,,,0.66,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,1275,115557159,KC5010,21149,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,1275,115557159,KC5010,63478,1,51,2,0.66,0.88,1.65,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,1275,115557159,KC5010,63478,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,26559,115553137,TN10U,20813,2,228,,0.66,3.79,5.61,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,26559,115553137,TN10U,20970,2,185,,0.66,3.07,5.87,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,26559,115553137,TN10U,21277,2,68,1,0.66,1.15,1.88,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31068,115509556,KC5025,20813,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31068,115509556,KC5025,20813,2,14,1,0.66,0.25,0.01,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31068,115509556,KC5025,20813,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31068,115509556,KC5025,20970,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31068,115509556,KC5025,20970,2,,,0.66,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31068,115509556,KC5025,20970,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31068,115509556,KC5025,64786,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31068,115509556,KC5025,64786,2,295,,0.66,4.90,6.59,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31068,115509556,KC5025,64786,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545912,KC5010,20970,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545912,KC5010,20970,2,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545912,KC5010,20970,3,,,0.60,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545912,KC5010,64786,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545912,KC5010,64786,2,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545912,KC5010,64786,3,161,,0.60,2.67,3.65,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545916,KC5025,20813,2,260,,0.66,4.32,5.59,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545916,KC5025,20970,2,333,2,0.66,5.56,6.65,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545916,KC5025,64786,2,132,2,0.66,2.22,2.93,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115522284,KC522M,21317,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115522284,KC522M,21317,2,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115522284,KC522M,21317,3,,,1.00,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115533676,KC725M,20478,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115533676,KC725M,21317,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115565573,C25,21317,3,98,1,1.00,1.64,6.93,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115567500,KC5010,21282,2,32,3,1.00,0.58,1.79,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115567508,KC5010,20478,1,33,1,1.00,0.56,1.78,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115572444,CG5,21282,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115572444,CG5,21282,2,180,,1.00,2.99,5.45,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115572444,CG5,21282,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115572444,CG5,21294,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115572444,CG5,21294,2,,,1.00,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115572444,CG5,21294,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115576728,KC5010,21317,3,22,22,1.00,0.73,0.01,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115589212,KC5025,20478,1,8,9,1.00,0.28,0.72,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115589212,KC5025,21317,1,235,,1.00,3.90,6.43,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115589213,KCU10,21282,2,246,4,1.00,4.15,6.55,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115533677,KCPM20,20478,1,148,,0.75,2.96,6.38,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115533677,KCPM20,20478,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115533677,KCPM20,21282,1,184,,0.75,3.68,6.86,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115533677,KCPM20,21282,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115533677,KCPM20,21317,1,149,,0.75,2.98,6.93,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115533677,KCPM20,21317,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115572709,KC5010,20739,1,291,5,0.66,4.91,5.87,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115572709,KC5010,20739,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115572709,KC5010,21294,1,,,0.66,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115572709,KC5010,21294,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115572709,KC5010,21299,1,265,10,0.66,4.57,5.98,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115572709,KC5010,21299,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538470,KC5010,21294,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538470,KC5010,21294,2,,,1.00,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538470,KC5010,21294,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538471,K313,20739,2,344,,0.66,5.71,6.30,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538471,K313,21276,2,109,1,0.66,1.83,3.25,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538471,K313,21294,2,252,,0.66,4.18,6.51,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538471,K313,21299,2,280,2,0.66,4.68,5.97,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115518254,KC5410,20925,2,333,10,0.66,7.24,7.07,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115518254,KC5410,21276,2,91,,0.66,1.92,1.59,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115518254,KC5410,21299,2,41,2,0.66,0.91,0.01,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115538479,KC5010,21276,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115538479,KC5010,21276,2,,,1.00,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115538479,KC5010,21276,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115538479,KC5010,21299,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115538479,KC5010,21299,2,300,,1.00,6.12,5.95,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115538479,KC5010,21299,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115553135,KC730,21276,2,210,3,0.50,3.54,5.11,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115553135,KC730,21276,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115500973,KC725M,20925,2,318,,0.66,6.30,7.08,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115500973,KC725M,21191,2,67,,0.66,1.33,0.96,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115500973,KC725M,21276,2,194,,0.66,3.84,3.33,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115512807,KC725M,21191,3,278,,0.66,5.50,5.61,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115512807,KC725M,21276,3,,,0.66,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115524713,KC725M,21276,3,250,2,0.66,4.99,2.28,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115538344,KC5025,20925,3,145,5,0.66,2.49,3.34,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115538344,KC5025,21191,3,316,,0.66,5.25,6.56,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115538344,KC5025,21276,3,,,0.66,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115513910,KCPM20,20925,2,148,,0.75,2.96,7.10,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115513910,KCPM20,21191,2,122,3,0.75,2.50,6.28,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115513910,KCPM20,21276,2,123,,0.75,2.46,6.68,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115549565,KCPK30,21191,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115549565,KCPK30,21191,2,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115549565,KCPK30,21191,3,8,,1.00,0.16,0.23,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115549565,KCPK30,21276,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115549565,KCPK30,21276,2,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115549565,KCPK30,21276,3,,,1.00,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52850,115561878,KC5010,21304,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52850,115561878,KC5010,21304,2,,,0.66,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52850,115561878,KC5010,21304,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52850,115561878,KC5010,63074,1,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52850,115561878,KC5010,63074,2,352,,0.66,5.84,6.49,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52850,115561878,KC5010,63074,3,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115538436,KC725M,63074,2,,,X,,,
OR01,16.05.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115538436,KC725M,63074,3,,,X,,,
